"Date","Price","Open","High","Low","Vol.","Change %"
"26-07-2024","29.77","30.48","30.58","29.40","55.49M","0.27%"
"25-07-2024","29.69","28.28","29.69","28.25","46.15M","4.99%"
"24-07-2024","28.28","26.99","28.28","26.91","12.93M","4.97%"
"23-07-2024","26.94","27.20","27.69","25.75","23.12M","-0.59%"
"22-07-2024","27.10","27.12","27.38","26.60","14.32M","-0.07%"
"19-07-2024","27.12","27.90","27.90","27.00","16.60M","-2.83%"
"18-07-2024","27.91","28.60","28.74","27.65","11.88M","-2.04%"
"16-07-2024","28.49","29.19","29.53","28.35","24.02M","-0.66%"
"15-07-2024","28.68","27.40","28.68","26.85","27.51M","4.98%"
"12-07-2024","27.32","27.81","27.88","27.25","12.34M","-1.23%"
"11-07-2024","27.66","27.70","28.05","27.50","13.35M","0.40%"
"10-07-2024","27.55","28.23","28.27","26.90","18.39M","-1.92%"
"09-07-2024","28.09","28.41","28.83","28.02","18.68M","-0.85%"
"08-07-2024","28.33","29.22","29.30","28.11","18.54M","-2.41%"
"05-07-2024","29.03","28.20","29.38","28.03","35.96M","3.27%"
"04-07-2024","28.11","28.44","28.79","28.02","16.13M","-0.95%"
"03-07-2024","28.38","28.92","28.98","28.32","12.52M","-1.15%"
"02-07-2024","28.71","29.10","29.25","28.55","13.02M","-0.97%"
"01-07-2024","28.99","29.38","29.38","28.69","16.12M","0.21%"
"28-06-2024","28.93","29.05","30.26","28.77","36.54M","0.38%"
"27-06-2024","28.82","29.28","29.57","28.52","21.34M","-1.57%"
"26-06-2024","29.28","29.51","29.79","29.24","17.94M","-0.91%"
"25-06-2024","29.55","29.94","30.29","29.50","17.36M","-0.51%"
"24-06-2024","29.70","29.80","30.41","29.40","26.88M","-0.57%"
"21-06-2024","29.87","30.78","31.16","29.75","38.00M","-2.51%"
"20-06-2024","30.64","30.82","31.71","30.50","32.82M","-0.62%"
"19-06-2024","30.83","31.24","31.98","29.83","50.99M","-0.42%"
"18-06-2024","30.96","32.05","32.30","30.86","43.15M","-1.15%"
"14-06-2024","31.32","31.28","32.41","30.30","76.47M","0.77%"
"13-06-2024","31.08","33.00","33.11","30.56","199.70M","-1.46%"
"12-06-2024","31.54","29.70","31.54","29.56","150.56M","9.97%"
"11-06-2024","28.68","27.99","28.68","27.15","140.17M","9.97%"
"10-06-2024","26.08","25.35","26.75","25.25","37.09M","4.32%"
"07-06-2024","25.00","24.95","25.55","24.50","22.46M","1.83%"
"06-06-2024","24.55","24.05","24.65","23.85","30.50M","4.47%"
"05-06-2024","23.50","23.30","23.95","23.30","42.86M","-4.08%"
"04-06-2024","24.50","25.45","25.45","24.50","19.13M","-4.85%"
"03-06-2024","25.75","25.75","25.75","25.20","26.92M","4.89%"
"31-05-2024","24.55","24.85","25.05","24.40","13.94M","-0.61%"
"30-05-2024","24.70","25.30","25.30","24.60","11.41M","-1.98%"
"29-05-2024","25.20","24.95","25.65","24.60","13.25M","1.00%"
"28-05-2024","24.95","25.25","25.50","24.50","19.86M","-1.38%"
"27-05-2024","25.30","26.05","26.20","25.30","43.93M","-4.89%"
"24-05-2024","26.60","26.30","27.30","26.15","23.15M","0.76%"
"23-05-2024","26.40","26.65","26.85","26.30","15.28M","-0.38%"
"22-05-2024","26.50","26.10","27.40","26.10","26.86M","1.53%"
"21-05-2024","26.10","26.35","26.90","25.90","18.42M","-0.19%"
"18-05-2024","26.15","26.15","26.45","26.00","3.48M","0.00%"
"17-05-2024","26.15","26.00","26.40","25.85","10.98M","1.16%"
"16-05-2024","25.85","26.15","26.30","25.35","11.83M","0.19%"
"15-05-2024","25.80","26.10","26.60","25.65","19.10M","0.78%"
"14-05-2024","25.60","24.60","25.60","24.55","9.47M","4.92%"
"13-05-2024","24.40","25.15","25.15","23.90","18.87M","-2.20%"
"10-05-2024","24.95","24.65","25.40","24.35","12.48M","0.81%"
"09-05-2024","24.75","25.95","25.95","24.50","14.34M","-3.88%"
"08-05-2024","25.75","25.65","26.15","25.30","10.63M","0.39%"
"07-05-2024","25.65","25.90","26.60","25.25","19.18M","-0.77%"
"06-05-2024","25.85","26.60","26.75","25.70","23.46M","-3.54%"
"03-05-2024","26.80","27.05","27.45","26.65","13.48M","-0.56%"
"02-05-2024","26.95","27.35","27.40","26.65","15.17M","-1.28%"
"30-04-2024","27.30","27.65","28.30","27.10","16.66M","-0.91%"
"29-04-2024","27.55","28.00","28.20","27.45","13.97M","-0.54%"
"26-04-2024","27.70","27.60","28.15","27.50","14.59M","0.73%"
"25-04-2024","27.50","27.85","27.85","27.40","13.69M","-0.36%"
"24-04-2024","27.60","28.30","28.35","27.50","17.56M","-1.43%"
"23-04-2024","28.00","28.45","28.45","27.70","19.24M","-0.53%"
"22-04-2024","28.15","28.50","28.80","27.40","12.68M","0.36%"
"19-04-2024","28.05","28.00","28.45","27.40","17.37M","-2.26%"
"18-04-2024","28.70","28.00","28.70","27.80","18.30M","4.94%"
"16-04-2024","27.35","25.95","27.35","25.50","17.36M","4.99%"
"15-04-2024","26.05","26.50","26.85","26.00","30.71M","-4.75%"
"12-04-2024","27.35","26.95","28.35","26.95","57.18M","-3.53%"
"10-04-2024","28.35","30.10","30.65","28.35","27.61M","-4.87%"
"09-04-2024","29.80","29.45","30.95","29.45","38.59M","-3.87%"
"08-04-2024","31.00","32.75","32.75","31.00","24.94M","-4.91%"
"05-04-2024","32.60","33.90","34.45","31.70","60.53M","-2.25%"
"04-04-2024","33.35","33.35","33.35","32.65","22.45M","4.87%"
"03-04-2024","31.80","30.55","31.80","30.40","28.54M","4.95%"
"02-04-2024","30.30","29.30","30.30","28.40","24.91M","4.84%"
"01-04-2024","28.90","28.85","29.15","28.55","18.49M","2.30%"
"28-03-2024","28.25","28.20","28.50","28.00","18.39M","2.17%"
"27-03-2024","27.65","28.45","28.50","26.60","38.07M","0.18%"
"26-03-2024","27.60","27.60","27.60","27.05","35.49M","4.94%"
"22-03-2024","26.30","26.30","26.30","26.30","7.28M","4.99%"
"21-03-2024","25.05","25.05","25.05","25.05","6.88M","4.81%"
"20-03-2024","23.90","23.40","23.90","23.00","17.50M","4.82%"
"19-03-2024","22.80","23.10","23.80","22.45","16.13M","-1.72%"
"18-03-2024","23.20","23.20","23.20","22.55","11.84M","4.98%"
"15-03-2024","22.10","21.10","22.10","20.55","12.11M","4.99%"
"14-03-2024","21.05","19.50","21.30","19.40","24.18M","3.19%"
"13-03-2024","20.40","21.50","21.65","20.40","9.07M","-4.90%"
"12-03-2024","21.45","22.50","22.50","21.45","11.83M","-4.88%"
"11-03-2024","22.55","23.00","23.40","22.50","10.17M","0.00%"
"07-03-2024","22.55","22.20","23.25","22.05","8.87M","1.12%"
"06-03-2024","22.30","23.00","23.00","21.90","15.10M","-3.25%"
"05-03-2024","23.05","23.10","23.65","22.90","9.12M","-1.50%"
"04-03-2024","23.40","23.90","24.15","23.30","7.13M","-2.30%"
"02-03-2024","23.95","23.75","24.15","23.50","3.05M","0.00%"
"01-03-2024","23.95","24.45","24.60","23.80","7.43M","-1.03%"
"29-02-2024","24.20","22.50","24.45","22.30","16.89M","3.20%"
"28-02-2024","23.45","24.85","24.95","23.45","12.69M","-4.87%"
"27-02-2024","24.65","25.60","25.60","24.55","8.00M","-2.38%"
"26-02-2024","25.25","25.70","25.95","25.20","7.49M","-1.37%"
"23-02-2024","25.60","25.85","26.10","25.50","6.89M","-0.19%"
"22-02-2024","25.65","25.65","26.00","25.00","7.83M","0.79%"
"21-02-2024","25.45","26.75","26.80","25.35","8.73M","-3.78%"
