"Date","Price","Open","High","Low","Vol.","Change %"
"26-12-2025","36.54","38.35","38.55","36.26","50.05M","-4.25%"
"24-12-2025","38.16","36.29","38.70","36.14","79.20M","5.18%"
"23-12-2025","36.28","35.45","36.89","34.59","81.29M","2.83%"
"22-12-2025","35.28","38.30","38.31","35.00","87.98M","-8.51%"
"19-12-2025","38.56","38.00","38.85","37.68","52.17M","2.06%"
"18-12-2025","37.78","36.19","39.39","35.69","150.05M","5.86%"
"17-12-2025","35.69","34.83","37.43","34.50","137.65M","3.12%"
"16-12-2025","34.61","34.25","35.45","34.11","39.45M","0.76%"
"15-12-2025","34.35","34.31","35.07","34.03","33.82M","-0.52%"
"12-12-2025","34.53","34.05","34.70","33.66","36.92M","2.95%"
"11-12-2025","33.54","33.98","34.20","32.40","58.07M","-1.29%"
"10-12-2025","33.98","35.45","36.04","33.75","47.37M","-4.60%"
"09-12-2025","35.62","35.40","36.11","34.50","39.90M","0.62%"
"08-12-2025","35.40","37.00","37.20","35.11","47.51M","-6.05%"
"05-12-2025","37.68","38.29","38.30","37.40","15.69M","-1.31%"
"04-12-2025","38.18","38.80","38.90","37.93","19.76M","-0.60%"
"03-12-2025","38.41","38.76","39.06","38.05","19.04M","-1.26%"
"02-12-2025","38.90","38.81","39.62","38.45","23.04M","-0.05%"
"01-12-2025","38.92","39.86","40.13","38.80","21.12M","-2.58%"
"28-11-2025","39.95","40.00","40.49","39.21","39.22M","-0.65%"
"27-11-2025","40.21","40.00","40.80","39.51","65.44M","1.85%"
"26-11-2025","39.48","37.21","39.79","37.21","87.19M","6.13%"
"25-11-2025","37.20","37.00","37.86","36.83","30.13M","0.43%"
"24-11-2025","37.04","39.14","39.25","36.70","35.05M","-4.63%"
"21-11-2025","38.84","39.99","39.99","38.75","24.16M","-1.22%"
"20-11-2025","39.32","40.50","41.75","39.00","57.71M","-1.53%"
"19-11-2025","39.93","40.20","40.42","39.63","25.94M","-0.32%"
"18-11-2025","40.06","41.10","41.23","40.00","22.52M","-1.96%"
"17-11-2025","40.86","41.74","42.38","40.70","35.60M","-1.14%"
"14-11-2025","41.33","41.12","41.77","41.00","20.73M","0.17%"
"13-11-2025","41.26","41.88","42.59","41.00","42.50M","-1.08%"
"12-11-2025","41.71","41.70","42.87","41.50","48.74M","1.26%"
"11-11-2025","41.19","41.00","41.73","39.92","61.74M","0.22%"
"10-11-2025","41.10","39.20","42.30","38.00","107.66M","4.87%"
"07-11-2025","39.19","41.24","41.24","39.00","47.89M","-4.58%"
"06-11-2025","41.07","40.15","41.75","38.50","116.77M","0.86%"
"04-11-2025","40.72","43.02","43.37","40.40","89.47M","-7.22%"
"03-11-2025","43.89","46.00","46.58","43.05","71.98M","-5.45%"
"31-10-2025","46.42","46.30","47.60","45.60","33.05M","-0.28%"
"30-10-2025","46.55","45.94","47.75","45.60","37.97M","0.54%"
"29-10-2025","46.30","43.68","47.60","43.31","86.78M","6.00%"
"28-10-2025","43.68","44.70","45.09","43.27","19.64M","-2.13%"
"27-10-2025","44.63","45.15","45.73","44.50","18.89M","-1.26%"
"24-10-2025","45.20","45.30","45.35","44.80","12.84M","0.27%"
"23-10-2025","45.08","44.55","46.58","44.41","32.79M","1.58%"
"21-10-2025","44.38","44.16","44.80","44.16","4.19M","0.50%"
"20-10-2025","44.16","45.00","45.07","44.04","13.56M","-1.08%"
"17-10-2025","44.64","45.30","45.48","44.50","12.41M","-0.91%"
"16-10-2025","45.05","45.25","46.08","44.40","17.65M","0.36%"
"15-10-2025","44.89","45.00","46.40","44.40","28.90M","-0.47%"
"14-10-2025","45.10","46.56","46.71","44.71","25.30M","-2.42%"
"13-10-2025","46.22","43.55","47.51","43.55","82.07M","-4.86%"
"10-10-2025","48.58","44.10","50.73","44.10","119.82M","9.29%"
"09-10-2025","44.45","44.90","44.94","43.75","13.59M","-0.76%"
"08-10-2025","44.79","45.54","46.00","44.38","18.73M","0.52%"
"07-10-2025","44.56","45.00","45.29","44.40","10.62M","-1.74%"
"06-10-2025","45.35","46.20","46.60","45.15","10.25M","-2.43%"
"03-10-2025","46.48","45.88","47.40","45.22","18.24M","1.71%"
"01-10-2025","45.70","44.30","45.88","44.12","16.46M","3.02%"
"30-09-2025","44.36","45.39","45.78","44.11","9.96M","-1.18%"
"29-09-2025","44.89","45.02","45.98","44.18","15.37M","0.29%"
"26-09-2025","44.76","46.23","46.30","44.50","10.41M","-2.72%"
"25-09-2025","46.01","46.61","47.10","45.91","7.08M","-0.97%"
"24-09-2025","46.46","47.86","47.99","46.31","9.62M","-2.88%"
"23-09-2025","47.84","48.99","49.03","47.61","10.41M","-2.03%"
"22-09-2025","48.83","47.89","49.37","47.70","23.19M","1.64%"
"19-09-2025","48.04","47.55","48.25","46.57","20.86M","1.26%"
"18-09-2025","47.44","48.98","48.99","47.30","15.74M","-2.85%"
"17-09-2025","48.83","47.93","49.28","47.60","25.88M","1.88%"
"16-09-2025","47.93","45.89","47.93","45.77","47.95M","4.99%"
"15-09-2025","45.65","45.66","46.70","45.52","9.90M","-0.31%"
"12-09-2025","45.79","46.45","46.98","45.55","13.54M","-1.31%"
"11-09-2025","46.40","46.70","47.50","45.90","13.21M","-0.77%"
"10-09-2025","46.76","46.90","47.58","44.60","20.10M","0.28%"
"09-09-2025","46.63","46.39","46.94","45.60","11.78M","1.00%"
"08-09-2025","46.17","47.10","47.40","46.03","4.75M","-1.60%"
"05-09-2025","46.92","46.70","47.44","45.70","8.78M","1.06%"
"04-09-2025","46.43","48.25","48.48","45.66","7.18M","-2.76%"
"03-09-2025","47.75","46.98","48.34","46.67","17.39M","3.27%"
"02-09-2025","46.24","44.45","46.24","44.11","8.20M","5.00%"
"01-09-2025","44.04","44.50","44.90","43.55","8.16M","0.27%"
"29-08-2025","43.92","45.20","45.50","43.55","6.84M","-2.79%"
"28-08-2025","45.18","44.50","46.24","43.75","11.71M","1.01%"
"26-08-2025","44.73","44.13","47.46","44.13","19.50M","-3.72%"
"25-08-2025","46.46","46.61","47.45","46.46","6.08M","-5.01%"
"22-08-2025","48.91","50.85","50.85","48.10","13.41M","-2.36%"
"21-08-2025","50.09","49.90","50.09","48.66","16.83M","4.99%"
"20-08-2025","47.71","46.77","47.71","46.35","9.16M","5.00%"
"19-08-2025","45.44","43.50","45.44","43.50","11.44M","4.99%"
"18-08-2025","43.28","44.50","44.92","43.00","10.73M","-0.05%"
"14-08-2025","43.30","42.00","44.00","41.88","8.08M","2.39%"
"13-08-2025","42.29","44.10","44.10","41.76","16.46M","-3.80%"
"12-08-2025","43.96","44.10","44.65","43.37","7.24M","0.32%"
"11-08-2025","43.82","43.03","44.68","42.50","11.53M","1.84%"
"08-08-2025","43.03","44.15","45.70","42.86","17.57M","-4.63%"
"07-08-2025","45.12","45.80","46.50","45.08","24.25M","-4.93%"
"06-08-2025","47.46","43.55","47.46","42.94","62.42M","5.00%"
"05-08-2025","45.20","45.20","45.20","45.20","4.79M","-5.00%"
"04-08-2025","47.58","47.58","47.58","47.58","4.33M","-5.01%"
"01-08-2025","50.09","50.43","51.89","50.09","18.17M","-5.01%"
"31-07-2025","52.73","52.20","54.29","51.25","9.08M","-1.18%"
"30-07-2025","53.36","56.30","56.49","53.36","13.11M","-5.00%"
"29-07-2025","56.17","52.16","56.50","51.80","25.47M","4.13%"
"28-07-2025","53.94","55.00","56.74","53.94","39.58M","-5.00%"
"25-07-2025","56.78","56.78","58.27","56.78","9.82M","-5.00%"
"24-07-2025","59.77","62.77","62.77","59.77","13.85M","-5.01%"
"23-07-2025","62.92","60.80","63.70","59.00","17.45M","2.54%"
"22-07-2025","61.36","63.25","63.25","61.29","13.27M","-3.40%"
"21-07-2025","63.52","64.02","64.70","63.25","7.14M","-0.78%"
"18-07-2025","64.02","64.80","65.00","63.00","10.00M","-1.67%"
"17-07-2025","65.11","66.38","66.60","65.00","8.46M","-1.42%"
"16-07-2025","66.05","64.50","66.85","64.31","12.92M","2.36%"
"15-07-2025","64.53","65.50","65.90","64.26","6.98M","-1.16%"
"14-07-2025","65.29","65.25","66.10","64.25","9.21M","0.74%"
"11-07-2025","64.81","64.70","66.15","64.40","9.79M","0.61%"
"10-07-2025","64.42","64.35","65.25","63.85","7.68M","0.17%"
"09-07-2025","64.31","65.10","65.50","64.00","9.23M","-1.24%"
"08-07-2025","65.12","65.10","66.20","64.75","9.32M","-0.23%"
"07-07-2025","65.27","66.10","66.70","65.01","10.02M","-1.23%"
"04-07-2025","66.08","64.55","67.00","63.60","13.60M","0.82%"
"03-07-2025","65.54","66.40","67.00","64.70","22.63M","-3.69%"
"02-07-2025","68.05","69.50","69.63","67.35","15.01M","-2.27%"
"01-07-2025","69.63","70.19","70.90","68.01","15.83M","-0.94%"
"30-06-2025","70.29","70.34","70.90","69.18","23.48M","1.60%"
"27-06-2025","69.18","66.48","69.50","65.55","31.10M","3.87%"
"26-06-2025","66.60","66.80","68.25","65.65","24.84M","-0.22%"
"25-06-2025","66.75","64.17","66.75","63.60","27.91M","4.99%"
"24-06-2025","63.58","64.00","64.55","63.10","17.54M","1.57%"
"23-06-2025","62.60","62.12","63.44","61.40","16.94M","-1.49%"
"20-06-2025","63.55","62.60","65.00","61.01","24.27M","0.05%"
"19-06-2025","63.52","65.80","66.90","63.46","26.27M","-4.91%"
"18-06-2025","66.80","62.02","66.81","60.44","43.55M","4.98%"
"17-06-2025","63.63","66.00","66.10","63.63","22.30M","-5.00%"
"16-06-2025","66.98","67.50","69.00","64.67","151.52M","-0.10%"
"13-06-2025","67.05","67.00","69.18","66.60","153.75M","-3.83%"
"12-06-2025","69.72","71.00","72.20","68.05","219.77M","-2.17%"
"11-06-2025","71.27","73.18","76.49","70.39","460.35M","0.04%"
"10-06-2025","71.24","65.69","72.23","65.35","496.22M","10.24%"
"09-06-2025","64.62","62.28","64.95","62.20","188.00M","4.83%"
"06-06-2025","61.64","61.39","63.25","61.00","136.47M","1.23%"
"05-06-2025","60.89","60.10","63.43","59.90","169.28M","-0.07%"
"04-06-2025","60.93","59.00","62.10","58.54","244.78M","3.46%"
"03-06-2025","58.89","61.98","62.42","58.51","168.54M","-4.97%"
"02-06-2025","61.97","58.64","62.80","58.55","464.24M","6.66%"
"30-05-2025","58.10","52.48","60.50","52.17","533.95M","11.26%"
"29-05-2025","52.22","51.25","53.10","50.76","149.48M","3.55%"
"28-05-2025","50.43","52.50","52.72","50.21","95.40M","-3.09%"
"27-05-2025","52.04","50.93","52.39","49.73","159.94M","2.68%"
"26-05-2025","50.68","52.90","55.10","50.10","237.11M","-2.35%"
"23-05-2025","51.90","45.00","53.10","44.40","429.24M","16.39%"
"22-05-2025","44.59","45.00","45.70","43.85","42.54M","-0.80%"
"21-05-2025","44.95","44.97","45.40","44.43","37.31M","0.49%"
"20-05-2025","44.73","46.05","46.81","44.52","59.56M","-2.10%"
"19-05-2025","45.69","45.45","46.73","45.25","52.98M","1.38%"
"16-05-2025","45.07","44.40","45.37","43.86","66.26M","1.74%"
"15-05-2025","44.30","44.50","45.10","44.00","42.28M","-0.02%"
"14-05-2025","44.31","43.71","44.60","43.51","51.94M","1.84%"
"13-05-2025","43.51","43.00","44.20","42.56","72.44M","1.73%"
"12-05-2025","42.77","42.40","43.92","41.26","164.81M","10.66%"
"09-05-2025","38.65","37.35","38.89","37.00","46.57M","1.02%"
"08-05-2025","38.26","39.70","40.10","37.85","35.50M","-2.17%"
"07-05-2025","39.11","37.50","39.66","37.41","42.65M","2.25%"
"06-05-2025","38.25","40.89","41.14","38.12","43.93M","-6.11%"
"05-05-2025","40.74","40.79","41.20","39.89","34.45M","1.52%"
"02-05-2025","40.13","40.75","41.55","40.06","46.50M","0.35%"
"30-04-2025","39.99","41.21","41.64","39.60","38.77M","-2.49%"
"29-04-2025","41.01","41.80","42.62","40.82","42.95M","-0.85%"
"28-04-2025","41.36","41.36","42.04","40.72","37.01M","0.00%"
"25-04-2025","41.36","44.56","44.90","40.91","76.76M","-6.78%"
"24-04-2025","44.37","43.50","46.85","43.19","108.97M","1.93%"
"23-04-2025","43.53","43.82","44.13","42.36","36.76M","-0.09%"
"22-04-2025","43.57","44.35","44.89","43.32","38.25M","-1.47%"
"21-04-2025","44.22","42.35","44.67","42.05","65.65M","4.96%"
"17-04-2025","42.13","41.95","42.97","41.66","34.31M","0.72%"
"16-04-2025","41.83","41.85","42.58","41.53","28.57M","0.48%"
"15-04-2025","41.63","40.25","42.62","40.15","37.74M","4.00%"
"11-04-2025","40.03","40.50","40.65","39.20","27.79M","2.64%"
"09-04-2025","39.00","39.80","40.45","38.61","25.02M","-2.08%"
"08-04-2025","39.83","40.80","41.07","39.35","24.44M","2.08%"
"07-04-2025","39.02","35.64","39.44","35.11","47.79M","-5.63%"
"04-04-2025","41.35","43.10","43.40","41.06","35.28M","-4.19%"
"03-04-2025","43.16","41.96","44.48","41.91","57.38M","2.01%"
"02-04-2025","42.31","41.93","42.76","41.05","31.20M","0.76%"
"01-04-2025","41.99","41.95","43.34","41.61","34.63M","-2.30%"
"28-03-2025","42.98","43.17","44.76","42.40","84.94M","0.02%"
"27-03-2025","42.97","39.39","43.60","38.72","84.10M","8.87%"
"26-03-2025","39.47","37.12","41.40","36.89","101.79M","5.96%"
"25-03-2025","37.25","38.58","38.60","36.73","23.12M","-2.51%"
"24-03-2025","38.21","38.20","38.86","37.80","24.37M","1.03%"
"21-03-2025","37.82","36.46","38.10","36.45","29.35M","3.76%"
"20-03-2025","36.45","38.11","38.29","36.30","25.55M","-3.37%"
"19-03-2025","37.72","35.11","38.35","35.11","43.89M","8.39%"
"18-03-2025","34.80","33.45","34.99","33.45","23.35M","5.39%"
"17-03-2025","33.02","33.75","33.95","32.90","16.76M","-1.11%"
"13-03-2025","33.39","34.18","34.65","33.32","16.25M","-0.74%"
"12-03-2025","33.64","34.30","34.89","33.30","15.48M","-1.06%"
"11-03-2025","34.00","34.09","34.34","33.35","17.07M","-1.22%"
"10-03-2025","34.42","36.25","36.75","34.05","19.88M","-4.50%"
"07-03-2025","36.04","35.30","36.37","34.94","29.89M","2.42%"
"06-03-2025","35.19","35.15","36.14","34.44","36.41M","1.53%"
"05-03-2025","34.66","33.20","34.82","33.20","22.57M","4.78%"
"04-03-2025","33.08","32.10","33.90","32.05","25.68M","0.49%"
"03-03-2025","32.92","33.46","34.48","31.27","32.48M","-1.02%"
"28-02-2025","33.26","34.33","34.76","33.00","27.89M","-4.29%"
"27-02-2025","34.75","36.70","36.89","34.40","20.81M","-4.85%"
"25-02-2025","36.52","37.00","37.55","36.21","10.97M","-0.76%"
"24-02-2025","36.80","37.40","37.55","36.70","11.57M","-2.39%"
"21-02-2025","37.70","37.99","39.15","37.52","15.68M","-1.21%"
"20-02-2025","38.16","37.90","38.65","37.50","13.74M","0.55%"
"19-02-2025","37.95","36.28","38.40","36.05","19.02M","3.18%"
"18-02-2025","36.78","37.15","37.44","36.07","14.31M","-0.43%"
"17-02-2025","36.94","37.19","37.89","35.91","23.85M","-0.89%"
"14-02-2025","37.27","39.59","39.75","36.67","29.11M","-5.79%"
"13-02-2025","39.56","39.65","40.80","39.10","18.22M","0.28%"
"12-02-2025","39.45","39.01","40.28","37.12","30.84M","0.92%"
"11-02-2025","39.09","41.00","41.00","38.62","21.42M","-4.66%"
"10-02-2025","41.00","42.40","42.59","39.76","23.47M","-2.01%"
"07-02-2025","41.84","42.60","43.39","41.51","30.24M","-1.30%"
"06-02-2025","42.39","41.36","43.94","40.96","72.71M","6.19%"
"05-02-2025","39.92","40.20","40.95","39.52","16.43M","0.05%"
"04-02-2025","39.90","38.45","39.90","38.31","22.12M","5.00%"
"03-02-2025","38.00","38.55","38.85","37.62","11.82M","-2.81%"
"01-02-2025","39.10","40.23","40.48","38.50","16.35M","-2.47%"
"31-01-2025","40.09","38.83","40.40","38.57","12.69M","3.67%"
"30-01-2025","38.67","38.81","39.75","38.21","14.30M","0.05%"
"29-01-2025","38.65","37.60","38.69","37.35","12.07M","4.88%"
"28-01-2025","36.85","36.72","38.18","35.19","22.10M","0.38%"
"27-01-2025","36.71","38.49","38.50","36.59","15.15M","-4.70%"
"24-01-2025","38.52","39.52","40.00","38.31","8.23M","-2.80%"
"23-01-2025","39.63","40.09","40.54","39.31","8.59M","0.46%"
"22-01-2025","39.45","40.50","41.00","38.54","14.97M","-1.65%"
"21-01-2025","40.11","41.39","41.58","39.86","11.49M","-1.64%"
"20-01-2025","40.78","42.39","42.70","40.43","24.42M","-3.04%"
"17-01-2025","42.06","41.50","42.95","41.10","20.35M","2.09%"
"16-01-2025","41.20","40.05","41.20","40.05","17.56M","4.99%"
"15-01-2025","39.24","38.94","40.45","38.43","19.72M","0.93%"
"14-01-2025","38.88","37.39","38.88","36.49","22.42M","5.00%"
"13-01-2025","37.03","38.39","39.50","37.03","21.07M","-5.00%"
"10-01-2025","38.98","40.26","40.99","38.80","37.69M","-3.18%"
"09-01-2025","40.26","42.36","42.36","40.26","15.80M","-5.00%"
"08-01-2025","42.38","43.40","43.50","41.56","17.71M","-2.35%"
"07-01-2025","43.40","42.85","44.19","42.50","24.61M","-0.25%"
"06-01-2025","43.51","45.80","46.10","43.51","36.74M","-5.00%"
"03-01-2025","45.80","46.19","47.25","45.60","25.17M","-1.06%"
"02-01-2025","46.29","44.92","46.69","44.15","38.97M","3.49%"
"01-01-2025","44.73","42.89","44.73","42.60","33.01M","5.00%"
"31-12-2024","42.60","41.65","42.79","41.40","16.85M","1.79%"
"30-12-2024","41.85","43.00","43.87","41.26","12.74M","-3.04%"
"27-12-2024","43.16","45.60","45.62","42.95","7.83M","-2.20%"
"26-12-2024","44.13","44.44","45.38","44.05","6.27M","-0.70%"
"24-12-2024","44.44","43.93","45.19","43.55","8.18M","1.48%"
"23-12-2024","43.79","44.98","45.47","43.60","9.91M","-2.15%"
"20-12-2024","44.75","47.80","47.89","44.60","15.89M","-4.62%"
"19-12-2024","46.92","43.51","47.12","43.01","17.00M","4.55%"
"18-12-2024","44.88","46.85","47.24","44.80","10.10M","-3.92%"
"17-12-2024","46.71","46.99","48.00","46.00","13.40M","-1.10%"
"16-12-2024","47.23","47.70","48.50","46.50","14.40M","-0.46%"
"13-12-2024","47.45","46.60","48.00","44.55","21.12M","2.62%"
"12-12-2024","46.24","46.24","46.24","45.72","24.74M","5.00%"
"11-12-2024","44.04","45.30","45.30","43.90","11.94M","-1.83%"
"10-12-2024","44.86","44.80","45.15","42.50","19.55M","1.06%"
"09-12-2024","44.39","45.39","45.94","43.50","14.25M","-0.22%"
"06-12-2024","44.49","43.80","45.25","43.20","22.58M","3.13%"
"05-12-2024","43.14","42.90","43.14","42.10","27.78M","4.99%"
"04-12-2024","41.09","41.09","41.09","41.09","7.79M","4.98%"
"03-12-2024","39.14","38.89","39.40","38.60","8.20M","0.69%"
"02-12-2024","38.87","38.70","39.00","37.35","7.61M","0.44%"
"29-11-2024","38.70","40.00","40.00","38.30","12.36M","-3.25%"
"28-11-2024","40.00","39.14","40.02","38.48","21.16M","4.93%"
"27-11-2024","38.12","37.45","38.12","36.00","13.57M","4.98%"
"26-11-2024","36.31","34.60","36.31","34.45","9.18M","4.97%"
"25-11-2024","34.59","35.93","36.80","34.25","15.89M","-1.31%"
"22-11-2024","35.05","34.90","35.60","33.81","9.76M","2.25%"
"21-11-2024","34.28","35.60","35.60","34.06","13.78M","-4.09%"
"19-11-2024","35.74","34.05","35.83","33.30","12.86M","4.72%"
"18-11-2024","34.13","35.93","36.00","34.13","18.81M","-5.01%"
"14-11-2024","35.93","35.50","37.79","35.15","15.51M","-1.45%"
"13-11-2024","36.46","37.60","38.38","36.46","21.18M","-5.00%"
"12-11-2024","38.38","38.50","40.73","37.52","43.58M","-2.84%"
"11-11-2024","39.50","39.50","39.50","39.50","3.83M","-5.00%"
"08-11-2024","41.58","41.58","41.58","41.58","14.39M","-5.00%"
"07-11-2024","43.77","44.70","45.76","43.25","53.21M","0.41%"
"06-11-2024","43.59","41.80","43.59","41.50","13.14M","4.99%"
"05-11-2024","41.52","42.00","42.50","41.36","7.95M","-1.21%"
"04-11-2024","42.03","42.50","42.50","40.87","13.88M","-2.32%"
"01-11-2024","43.03","43.40","43.40","42.67","6.23M","0.70%"
"31-10-2024","42.73","42.15","43.20","41.40","7.64M","1.91%"
"30-10-2024","41.93","41.00","42.78","40.30","9.95M","2.07%"
"29-10-2024","41.08","41.29","41.45","40.00","10.03M","-1.01%"
"28-10-2024","41.50","43.20","43.98","41.10","16.12M","-3.94%"
"25-10-2024","43.20","43.50","44.35","40.24","27.49M","1.98%"
"24-10-2024","42.36","41.08","42.36","40.80","12.43M","4.98%"
"23-10-2024","40.35","37.30","40.35","37.30","16.41M","5.00%"
"22-10-2024","38.43","40.36","41.00","38.43","18.47M","-5.02%"
"21-10-2024","40.46","42.60","42.95","40.32","16.14M","-4.69%"
"18-10-2024","42.45","40.51","43.00","39.65","24.21M","1.70%"
"17-10-2024","41.74","43.78","43.90","41.74","15.54M","-5.01%"
"16-10-2024","43.94","44.37","44.37","42.75","15.46M","-0.97%"
"15-10-2024","44.37","43.94","44.55","42.20","17.21M","1.93%"
"14-10-2024","43.53","43.14","45.80","43.14","23.97M","-1.58%"
"11-10-2024","44.23","45.82","45.89","44.23","26.35M","-5.00%"
"10-10-2024","46.56","48.31","49.70","45.85","52.20M","-3.54%"
"09-10-2024","48.27","45.55","48.27","45.10","40.67M","4.98%"
"08-10-2024","45.98","45.98","45.98","45.98","7.93M","-5.00%"
"07-10-2024","48.40","48.40","48.40","48.40","6.42M","-5.00%"
"04-10-2024","50.95","53.40","53.40","50.95","92.74M","-5.01%"
"03-10-2024","53.64","52.09","53.64","51.59","53.67M","4.99%"
"01-10-2024","51.09","51.09","51.09","49.62","163.08M","4.99%"
"30-09-2024","48.66","46.25","48.66","44.21","209.33M","4.98%"
"27-09-2024","46.35","46.35","46.35","46.35","19.72M","4.98%"
"26-09-2024","44.15","42.70","44.15","42.30","158.32M","4.99%"
"25-09-2024","42.05","42.05","42.05","40.25","233.07M","4.99%"
"24-09-2024","40.05","40.05","40.05","40.05","9.24M","4.98%"
"23-09-2024","38.15","38.15","38.15","38.15","9.92M","4.98%"
"20-09-2024","36.34","36.31","36.34","35.52","51.43M","5.00%"
"19-09-2024","34.61","34.61","34.61","33.51","130.36M","4.97%"
"18-09-2024","32.97","32.97","32.97","32.97","9.03M","5.00%"
"17-09-2024","31.40","31.70","31.89","30.60","44.71M","1.13%"
"16-09-2024","31.05","30.30","31.32","29.92","44.10M","4.09%"
"13-09-2024","29.83","29.68","30.33","29.65","16.36M","0.54%"
"12-09-2024","29.67","29.81","30.10","29.25","24.87M","0.37%"
"11-09-2024","29.56","30.19","30.68","29.50","21.91M","-1.57%"
"10-09-2024","30.03","29.82","30.69","29.69","27.20M","1.04%"
"09-09-2024","29.72","30.15","30.28","29.21","24.41M","-1.65%"
"06-09-2024","30.22","31.10","31.16","29.86","27.63M","-2.04%"
"05-09-2024","30.85","31.96","32.25","30.71","54.36M","-0.64%"
"04-09-2024","31.05","29.26","31.05","29.26","32.09M","4.97%"
"03-09-2024","29.58","30.00","30.34","29.52","24.91M","-1.69%"
"02-09-2024","30.09","30.60","30.79","29.61","37.04M","-1.54%"
"30-08-2024","30.56","30.71","31.27","30.33","39.43M","-0.03%"
"29-08-2024","30.57","31.40","31.53","30.00","51.77M","-2.21%"
"28-08-2024","31.26","30.55","32.47","30.55","216.45M","0.48%"
"27-08-2024","31.11","31.11","31.11","31.11","7.81M","-5.01%"
"26-08-2024","32.75","32.75","32.75","32.75","9.93M","-5.02%"
"23-08-2024","34.48","36.74","38.11","34.48","340.38M","-5.01%"
"22-08-2024","36.30","37.94","37.94","35.37","230.39M","0.44%"
"21-08-2024","36.14","36.00","36.14","36.00","21.77M","5.00%"
"20-08-2024","34.42","33.70","34.42","33.50","20.22M","4.97%"
"19-08-2024","32.79","31.90","32.79","31.60","44.57M","5.00%"
"16-08-2024","31.23","30.98","31.23","29.93","31.05M","4.97%"
"14-08-2024","29.75","30.50","30.62","29.26","29.35M","-1.94%"
"13-08-2024","30.34","32.00","32.68","30.21","56.32M","-4.62%"
"12-08-2024","31.81","32.00","32.53","31.15","43.86M","-1.58%"
"09-08-2024","32.32","31.37","32.34","30.91","64.45M","4.94%"
"08-08-2024","30.80","31.74","32.22","30.68","43.65M","-3.33%"
"07-08-2024","31.86","30.50","32.16","29.77","109.77M","2.25%"
"06-08-2024","31.16","32.45","32.99","31.16","71.38M","-5.03%"
"05-08-2024","32.81","33.50","34.28","32.81","118.75M","-5.01%"
"02-08-2024","34.54","32.25","34.54","31.88","99.41M","4.98%"
"01-08-2024","32.90","33.39","34.48","32.27","149.87M","0.18%"
"31-07-2024","32.84","31.59","32.84","31.36","79.35M","4.99%"
"30-07-2024","31.28","31.50","31.80","30.87","54.25M","0.10%"
"29-07-2024","31.25","30.34","31.25","30.03","71.91M","4.97%"
"26-07-2024","29.77","30.48","30.58","29.40","55.49M","0.27%"
"25-07-2024","29.69","28.28","29.69","28.25","46.15M","4.99%"
"24-07-2024","28.28","26.99","28.28","26.91","12.93M","4.97%"
"23-07-2024","26.94","27.20","27.69","25.75","23.12M","-0.59%"
"22-07-2024","27.10","27.12","27.38","26.60","14.32M","-0.07%"
